event_type,repo,actor,created_at,text,in_reply_to
IssueCommentEvent,deepseek-ai/DeepSeek-R1,engalisabry,2025-01-21T13:31:54Z,"### **Response to Issue #9: Function Calling and Structured Outputs**

Thank you for your question and for the community’s interest in this feature! Below, I’ve addressed the current status and future plans for **function calling** and **structured outputs** in DeepSeek R1.

---

#### **Current Status**
- As of now, **DeepSeek R1 does not natively support function calling or structured outputs**.
- The model is primarily optimized for **reasoning-heavy tasks** (e.g., math, code, and STEM) and follows a conversational format.

---

#### **Future Plans**
- We recognize the importance of **function calling** and **structured outputs** for many use cases, such as API integrations, automation, and data extraction.
- We are actively exploring ways to add support for these features in future updates. This includes:
  - Extending the model’s capabilities to handle structured data formats (e.g., JSON, XML).
  - Adding support for function calling to enable seamless integration with external too",
PullRequestEvent,langchain-ai/langchain,cbornet,2025-01-21T13:37:33Z,core: Add ruff rules PTH (pathlib),
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-21T13:37:38Z,"[vc]: #5cR+DWJ1kXDYDfCtEgfly6iTzLv3GkBRwr230RLsctY=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJyb290RGlyZWN0b3J5IjoiZG9jcyIsImluc3BlY3RvclVybCI6Imh0dHBzOi8vdmVyY2VsLmNvbS9sYW5nY2hhaW4vbGFuZ2NoYWluL0htTlFFYWNrSjZoeXJTa3JoSFVCcEFzUHA0cGkiLCJwcmV2aWV3VXJsIjoibGFuZ2NoYWluLWdpdC1mb3JrLWNib3JuZXQtcnVmZi1jb3JlLXB0aC1sYW5nY2hhaW4udmVyY2VsLmFwcCIsIm5leHRDb21taXRTdGF0dXMiOiJQRU5ESU5HIiwibGl2ZUZlZWRiYWNrIjp7InJlc29sdmVkIjowLCJ1bnJlc29sdmVkIjowLCJ0b3RhbCI6MCwibGluayI6ImxhbmdjaGFpbi1naXQtZm9yay1jYm9ybmV0LXJ1ZmYtY29yZS1wdGgtbGFuZ2NoYWluLnZlcmNlbC5hcHAifX1dfQ==
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | 🔄 Building ([Inspect](https://vercel.com/langchain/langchain/HmNQEackJ6hyrSkrhHUBpAsPp4pi)) | [Visit Preview](https://langchain-git-fork-cbornet-ruff-core-pth-",
IssueCommentEvent,ollama/ollama,jasondunsmore,2025-01-21T13:43:46Z,@betz0r That didn't work for me. What is the full nvidia driver version? I'm running 550.127.05.,
PullRequestEvent,langchain-ai/langchain,BenMcH,2025-01-21T13:46:30Z,"community: Escapes AzureCosmosDBNoSqlVectorStore hybrid & full text queries that contain single quotes 
Thank you for contributing to LangChain!

- **Description:** Escapes vector store searches which contain a single quote, as these will currently result in an error and not search for relevant documents.
- **Issue:** #27269
- **Dependencies:** N/A
- **Twitter handle:** https://x.com/mchonedev",
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-21T13:46:35Z,"[vc]: #h1OxaGVPUrdWmu1PtPyDojSFfaqjdmN24/06PLIiMLM=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJyb290RGlyZWN0b3J5IjoiZG9jcyIsImluc3BlY3RvclVybCI6Imh0dHBzOi8vdmVyY2VsLmNvbS9sYW5nY2hhaW4vbGFuZ2NoYWluLzRxYnFNVWk3TXZBSHRBeGtkMjEzUWU2NWtSbzgiLCJwcmV2aWV3VXJsIjoibGFuZ2NoYWluLWdpdC1mb3JrLWJlbm1jaC1maXgtY29zbW9zZGItaHlicmlkLXNlYXJjaC1sYW5nY2hhaW4udmVyY2VsLmFwcCIsIm5leHRDb21taXRTdGF0dXMiOiJQRU5ESU5HIiwibGl2ZUZlZWRiYWNrIjp7InJlc29sdmVkIjowLCJ1bnJlc29sdmVkIjowLCJ0b3RhbCI6MCwibGluayI6ImxhbmdjaGFpbi1naXQtZm9yay1iZW5tY2gtZml4LWNvc21vc2RiLWh5YnJpZC1zZWFyY2gtbGFuZ2NoYWluLnZlcmNlbC5hcHAifX1dfQ==
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | 🔄 Building ([Inspect](https://vercel.com/langchain/langchain/4qbqMUi7MvAHtAxkd213Qe65kRo8)) | [Visit Preview](https://langchain",
IssuesEvent,ollama/ollama,nicoKoehler,2025-01-21T13:55:51Z,"cannot find ROCM files/tools in docker image I was trying to figure out which ROCM version the image was using (trying to get faster-whisper to run in docker too, so I thought this could be a lead) and could not find anything. Where would they be? Why arent there any of the typical files and folders?

System: Docker on Debian  12.5, 16GB, AMD RX 550 4GB
Docker image: ollama/ollama:rocm

Docker-compose
```
services:

  ollama:
    image: ollama/ollama:rocm
    container_name: ollama
    environment:
      OLLAMA_MODELS: /usr/share/ollama
      HSA_OVERRIDE_GFX_VERSION: ""11.0.0""
      HIP_VISIBLE_DEVICES: ""0""
    devices:
      - ""/dev/kfd""
      - ""/dev/dri""
    security_opt:
      - seccomp:unconfined
    cap_add:
      - SYS_PTRACE
    ipc: host
    group_add:
      - video
    volumes:
      - /home/username/.ollama:/root/.ollama
      - /home/username/ollama/models:/usr/share/ollama
    ports:
      - ""11434:11434""
```

Running
`find / -type d -name ""*rocm*"" 2>/dev/null`

Turned up ",
IssueCommentEvent,deepseek-ai/DeepSeek-R1,bdytx5,2025-01-21T13:58:23Z,"had the same question. was able to pry this out of chatgpt 

Why Multiple Samples?

When a model generates a single response, that output is influenced by inherent randomness due to sampling methods like temperature and top-p. This randomness means that a single response might not reliably represent the model's true performance. By generating multiple responses (e.g., 64) for each query, researchers can better account for this variability and more accurately estimate the likelihood that the model's first response is correct.

Supporting Research

The paper ""Evaluating Large Language Models Trained on Code""
[arXiv](https://arxiv.org/pdf/2107.03374?utm_source=chatgpt.com)
discusses this approach in detail. The authors explain that to evaluate pass@k, they generate multiple samples per task, count the number of correct samples, and calculate an unbiased estimator for pass@k. This method helps in providing a more reliable measure of the model's performance.",
IssuesEvent,deepseek-ai/DeepSeek-R1,bdytx5,2025-01-21T14:00:30Z,"eval code Can you release the code for running evaluations, so we can verify your results?",
IssueCommentEvent,langchain-ai/langchain,BenMcH,2025-01-21T14:11:13Z,It seems that most if not all of these failures are due to failures in other packages,
PullRequestEvent,langchain-ai/langchain,ccurme,2025-01-21T14:12:23Z,"Docs: update huggingfacehub.ipynb langchain -> langchain langchain-huggingface 


Updated the installation command from:
%pip install --upgrade --quiet langchain sentence_transformers to: %pip install --upgrade --quiet langchain-huggingface sentence_transformers

This resolves an import error in the notebook when using from langchain_huggingface.embeddings import HuggingFaceEmbeddings.",
PullRequestEvent,deepseek-ai/DeepSeek-R1,leeflour617,2025-01-21T14:15:50Z,更新license到2025年 如标题所示，更新license到2025年,
PullRequestEvent,langchain-ai/langchain,ccurme,2025-01-21T14:16:09Z,"[Doc] Improve api doc - Fix doc description
- Add static method decorator",
PullRequestEvent,langchain-ai/langchain,ccurme,2025-01-21T14:26:17Z,"core: fix call to get closure vars for partial-wrapped funcs Thank you for contributing to LangChain!

- [ ] **PR title**: ""package: description""
  - Where ""package"" is whichever of langchain, community, core, etc. is being modified. Use ""docs: ..."" for purely docs changes, ""infra: ..."" for CI changes.
  - Example: ""community: add foobar LLM""


- [ ] **PR message**: ***Delete this entire checklist*** and replace with
    - **Description:** a description of the change
    - **Issue:** the issue # it fixes, if applicable
    - **Dependencies:** any dependencies required for this change
    - **Twitter handle:** if your PR gets announced, and you'd like a mention, we'll gladly shout you out!


- [ ] **Add tests and docs**: If you're adding a new integration, please include
  1. a test for the integration, preferably unit tests that do not rely on network access,
  2. an example notebook showing its use. It lives in `docs/docs/integrations` directory.


- [ ] **Lint and ",
PullRequestEvent,langchain-ai/langchain,ccurme,2025-01-21T14:26:40Z,"openai[patch]: fix missing f-string modifier in oai structured output parsing error - **Description:** The ValueError raised on certain structured-outputs parsing errors, in langchain openai community integration, was missing a f-string modifier and so didn't produce useful outputs. This is a 2-line, 2-character change.
- **Issue:** None open that this fixes
- **Dependencies:** Nothing changed
- **Twitter handle:** None

- [X] **Add tests and docs**: There's nothing to add for.
- [-] **Lint and test**: Happy to run this if you deem it necessary.",
PullRequestEvent,langchain-ai/langchain,AhmedTammaa,2025-01-21T14:28:50Z,"Removing the unused html_chunks_with_headers.xslt   This pull request removes the now-unused html_chunks_with_headers.xslt file from the codebase. In a previous update ([PR #27678](https://github.com/langchain-ai/langchain/pull/27678)), the HTMLHeaderTextSplitter class was refactored to utilize BeautifulSoup instead of lxml and XSLT for HTML processing. As a result, the html_chunks_with_headers.xslt file is no longer necessary and can be safely deleted to maintain code cleanliness and reduce potential confusion.

Issue: N/A

Dependencies: N/A",
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-21T14:28:56Z,"[vc]: #W/AmM/2Bbk1fcHm9IivAzNGt3BNMLqVbrYDfpmqZnxo=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJyb290RGlyZWN0b3J5IjoiZG9jcyIsImluc3BlY3RvclVybCI6Imh0dHBzOi8vdmVyY2VsLmNvbS9sYW5nY2hhaW4vbGFuZ2NoYWluL0RMM3FrVkJBRzQ2MWhWZmc1NmppVXBUc0w0aFIiLCJwcmV2aWV3VXJsIjoibGFuZ2NoYWluLWdpdC1mb3JrLWFobWVkdGFtbWFhLWh0bWwtc3BsaXR0ZXItY2xlYW5pbmctbGFuZ2NoYWluLnZlcmNlbC5hcHAiLCJuZXh0Q29tbWl0U3RhdHVzIjoiUEVORElORyIsImxpdmVGZWVkYmFjayI6eyJyZXNvbHZlZCI6MCwidW5yZXNvbHZlZCI6MCwidG90YWwiOjAsImxpbmsiOiJsYW5nY2hhaW4tZ2l0LWZvcmstYWhtZWR0YW1tYWEtaHRtbC1zcGxpdHRlci1jbGVhbmluZy1sYW5nY2hhaW4udmVyY2VsLmFwcCJ9fV19
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | 🔄 Building ([Inspect](https://vercel.com/langchain/langchain/DL3qkVBAG461hVfg56jiUpTsL4hR)) | [Visit Preview](https://langchain",
IssueCommentEvent,ollama/ollama,NGC13009,2025-01-21T14:38:51Z,"> ollama doesn't dynamically move a model between RAM/VRAM. What's shown in the logs is a couple of failed loads because the client quit, and then a successful load. A model may be unloaded due to a change in some parameters (eg `num_ctx`) or for a new model load, but ollama will not reload a model to accommodate growth in VRAM usage.
> 
> ```
> time=2025-01-20T22:07:18.453+08:00 level=INFO source=memory.go:356 msg=""offload to cuda"" layers.requested=-1 layers.model=29 layers.offload=28 layers.split="""" memory.available=""[5.9 GiB]"" memory.gpu_overhead=""0 B"" memory.required.full=""6.2 GiB"" memory.required.partial=""5.8 GiB"" memory.required.kv=""672.0 MiB"" memory.required.allocations=""[5.8 GiB]"" memory.weights.total=""4.3 GiB"" memory.weights.repeating=""3.9 GiB"" memory.weights.nonrepeating=""426.4 MiB"" memory.graph.full=""710.0 MiB"" memory.graph.partial=""878.0 MiB""
> ```
> 
> Currently ollama calculates that the model needs 6.2G to be hosted in VRAM, and only 5.9G is available, so it offloads 28 ",
IssuesEvent,ollama/ollama,NGC13009,2025-01-21T14:39:01Z,"Can I force the GPU to be used? I would like to force the models to be loaded onto the GPU instead of automatically deploying some parts within the cpu. I'm pretty sure I have enough VRAM, but ollama always deploys some parts of the model to the cpu device by itself. I didn't find any proper way to force the models to be fixedly deployed to the gpu, and I'd like to confirm if this feature exists? If it doesn't exist, could consider adding this?",
IssueCommentEvent,langchain-ai/langchain,AhmedTammaa,2025-01-21T14:48:19Z,"Hey @eyurtsev,

As a follow-up for [PR 267678](https://github.com/langchain-ai/langchain/pull/27678)].

I just removed the unused file for code cleaning. 

I will do the suggested simplification in a different PR to keep things simple.  ",
IssuesEvent,ollama/ollama,wijjj,2025-01-21T14:58:14Z,"CLI: Managing models like (Docker) containers via ID Could we please have
`ollama ps`
`ollama rm <ID>`
instead of
`ollama rm this-is-a-llm-with-a-pretty-long-name:1337b_instruzioni_v3.33_q5_K_S`
or at least tab autocompletion?

Sorry in advance: Maybe this is already a duplicate (did look for it!), as it is not really a highly inventive idea.",
PullRequestEvent,langchain-ai/langchain,ccurme,2025-01-21T16:00:39Z,fireworks[patch]: update model used in integration tests No access to firefunction-v1 and -v2.,
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-21T16:00:44Z,"[vc]: #RB1wD5OKflqhWJd1tLmH8bMF8IQP9ZK7Z2BFy2yUcNg=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJsaXZlRmVlZGJhY2siOnsicmVzb2x2ZWQiOjAsInVucmVzb2x2ZWQiOjAsInRvdGFsIjowLCJsaW5rIjoiIn0sImluc3BlY3RvclVybCI6Imh0dHBzOi8vdmVyY2VsLmNvbS9sYW5nY2hhaW4vbGFuZ2NoYWluLzJZZE43bzhoVDcyUUdTTDhVTWNtb0JXN2prV2ciLCJuZXh0Q29tbWl0U3RhdHVzIjoiSUdOT1JFRCJ9XX0=
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)


<details><summary>1 Skipped Deployment</summary>

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | ⬜️ Ignored ([Inspect](https://vercel.com/langchain/langchain/2YdN7o8hT72QGSL8UMcmoBW7jkWg)) |  |  | Jan 21, 2025 4:00pm |
</details>

",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:07Z,"Hi, @erdult. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary:**
- You reported a bug where the query constructor adds non-existent filters from the document source.
- You are seeking a solution, such as a custom filter cleaner.
- The issue persists on Windows 10 with Python 3.11.7, even after updating to the latest version.
- AntonioFerreras requested a minimal code example to help reproduce the issue.

**Next Steps:**
- Please let us know if this issue is still relevant to the latest version of LangChain by providing any updates or a minimal code example.
- If there is no further activity, this issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:08Z,"Hi, @Hikizzz. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary**
- You reported an `AttributeError` due to a 'tuple' object being used instead of an object with an `embed_documents` method.
- The issue occurs when using the `HuggingFaceBgeEmbeddings` class.
- @isLenk suggested that a misplaced comma might be causing the instantiation to turn into a tuple.
- Removing the comma should resolve the `AttributeError`.

**Next Steps**
- Could you confirm if this issue is still relevant with the latest version of the LangChain repository? If so, please comment to keep the discussion open.
- If there is no further activity, this issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:08Z,"Hi, @u-haru. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary:**
- A bug in `langchain_ollama.ChatOllama` causes token-level streaming to fail when tools are bound, even if the tools list is empty.
- Multiple users, including Linnore, turbopape, and abdesselam-benameur, have confirmed the issue.
- A group of University of Toronto students, led by ElhamBadri2411, plans to work on a solution by mid-November.

**Next Steps:**
- Please let me know if this issue is still relevant to the latest version of the LangChain repository by commenting on this issue.
- If there is no further activity, the issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:10Z,"Hi, @LudoArno. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary:**
- You reported a bug where structured output parsing fails with apostrophes, causing truncation.
- Attempts to resolve with `include_raw=True` were unsuccessful.
- Arindam-giri suggested avoiding single quotes in prompts; you noted inconsistent model behavior.
- Shamssab expressed interest in investigating, and mgs28 provided unit tests and a potential fix using `json.dumps()`.

**Next Steps:**
- Please confirm if this issue is still relevant with the latest version of LangChain. Comment to keep the discussion open.
- If there is no further activity, the issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:12Z,"Hi, @mingjun1120. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary:**
- You experienced a `TypeError` related to a type mismatch when constructing a conversation chain.
- The error persisted even after updating to the latest version of LangChain.
- @hsnaf identified the issue as an empty or invalid `user_question` being passed to the embedding function.
- A resolution was provided by adding a validation check to ensure the input is valid, along with a code snippet.

**Next Steps:**
- Please confirm if this issue is still relevant to the latest version of the LangChain repository. If so, you can keep the discussion open by commenting on the issue.
- Otherwise, the issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:12Z,"Hi, @26Kenn07. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary:**
- You reported a bug where Chatollama is not utilizing custom tools like `rag_qa` and `general_qa`.
- The issue persists despite updating to the latest version of LangChain.
- A group of students from the University of Toronto Scarborough, represented by @xnnxnyx, has shown interest in investigating this further.

**Next Steps:**
- Please confirm if this issue is still relevant with the latest version of LangChain. If it is, feel free to comment here to keep the discussion open.
- If there is no further activity, this issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:12Z,"Hi, @nitin302. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary:**
- A bug is reported where `model_name` and `token_usage` are not returned in the callback when using `agent_executor.invoke` with Azure Open AI.
- This information is essential for sending telemetry data through openllmetry.
- The issue persists even after updating to the latest version of LangChain.
- No further comments or developments have been made on this issue.

**Next Steps:**
- Please confirm if this issue is still relevant with the latest version of LangChain. If so, you can keep the discussion open by commenting here.
- If there is no response, this issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:13Z,"Hi, @efriis. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary**
- The `docs/ignore-step.sh` script fails for PRs with multiple sub-PRs on a feature branch.
- The issue is demonstrated by the first 16 commits in a specific PR.
- It is considered low priority as the script works well in other scenarios.
- No further comments or developments have been made.

**Next Steps**
- Please confirm if this issue is still relevant to the latest version of the LangChain repository. If so, you can keep the discussion open by commenting here.
- Otherwise, this issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:15Z,"Hi, @Moskize91. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary:**
- You reported an error in the `langchain_openai` library related to the message ""role Input should be a valid string.""
- Keenborder786 suggested defaulting the role to ""assistant"" if not provided.
- Eyurtsev expressed concerns about implementing this change without more evidence of widespread issues.
- You acknowledged the vendor's error and noted that other projects handle this by ignoring the role field.

**Next Steps:**
- Please let me know if this issue is still relevant to the latest version of the LangChain repository by commenting on this issue.
- If there is no further activity, I will automatically close this issue in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:16Z,"Hi, @giuseppefutia. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary:**
- The `Neo4jGraph` class was defaulting to the ""neo4j"" database instead of a specified database name.
- @tomasonjo requested replication code and later provided a fix in a pull request.
- @SimaIm confirmed the issue, and @tomasonjo advised updating to the latest version to resolve it.

**Next Steps:**
- Please confirm if this issue is still relevant with the latest version of LangChain. If so, you can keep the discussion open by commenting here.
- If there are no further updates, this issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:16Z,"Hi, @bytrangle. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary:**
- You reported a bug in the FireCrawlLoader where an exception was incorrectly raised for a successful crawl job.
- @FarhanChowdhury248 identified it as a known issue in the FireCrawl repository and suggested a workaround or PR fix.
- The issue was resolved by a pull request merge, as confirmed by @rafaelsideguide.

**Next Steps:**
- Please confirm if this issue is still relevant to the latest version of the LangChain repository. If so, you can keep the discussion open by commenting here.
- If there are no further updates, this issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:17Z,"Hi, @openSourcerer9000. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary:**
- You reported an import error with the `ChatOpenAI` module after updating LangChain.
- The issue persisted despite updating to the latest version and required a complete environment rebuild.
- A deprecation warning related to Pydantic v2 was noted, with suggestions for package management improvements.
- ""eyurtsev"" explained adherence to best practices and asked about further packaging improvements.
- ""mpjlu"" resolved a similar issue by updating `pydantic-core` to version 2.23.4.

**Next Steps:**
- Please confirm if this issue is still relevant with the latest version of LangChain. If so, feel free to comment to keep the discussion open.
- If there are no further updates, this issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:20Z,"Hi, @njnuwjq. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary**
- You reported a `UnicodeDecodeError` in the LangChain shell tool on Windows.
- The error is due to the 'utf-8' codec failing to decode certain characters.
- You suggested using 'latin1' encoding as a workaround.
- There is currently no parameter to set this encoding in the tool.
- No further activity or comments have been made on this issue.

**Next Steps**
- Could you please confirm if this issue is still relevant with the latest version of LangChain? If so, feel free to comment to keep the discussion open.
- If there is no further activity, this issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:20Z,"Hi, @gbaian10. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary:**
- A bug in `convert_to_openai_function` causes field descriptions to be lost when using `Enum` type hints.
- You confirmed the issue persists with `with_structured_output` and suggested a workaround by modifying the `__doc__` of the Enum class.
- A group of UTSC students, including @wilso929 and @ArmandoRJr, proposed a solution involving a helper function and sought feedback.

**Next Steps:**
- Please let us know if this issue is still relevant to the latest version of LangChain. If so, feel free to keep the discussion open by commenting here.
- If there is no further activity, this issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:21Z,"Hi, @Quang-elec44. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary:**
- You reported a discrepancy in the output of the `llm.invoke` function when using plain text versus a `HumanMessage` object.
- Alex-Zeng-UofT showed interest in investigating and requested more information, including a tutorial link.
- You provided the tutorial link and mentioned other potential bugs due to outdated documentation.
- Despite attempts to reproduce the issue, Alex-Zeng-UofT suggested ensuring `HumanMessage` is used correctly within a list.
- You confirmed correct usage but still observed differing results, providing a screenshot for clarification.

**Next Steps:**
- Please confirm if this issue is still relevant with the latest version of the LangChain repository. If so, you can keep the discussion open by commenting here.
- If there is no further activity, this issue will be automatically closed in 7 days.

Thank ",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:23Z,"Hi, @JohannFaust666. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary**
- You reported an issue with the LangChain Ollama Gemma 2 model, where the input sequence length is limited to 1024 tokens.
- The model is expected to support up to 8000 tokens, and you are seeking a solution to increase the sequence length without using MapReduce and chunking methods.
- AntonioFerreras from the University of Toronto has offered to investigate the issue.

**Next Steps**
- Could you please confirm if this issue is still relevant with the latest version of the LangChain repository? If so, feel free to comment here to keep the discussion open.
- If there is no further activity, this issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:23Z,"Hi, @andrewaucie. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary:**
- Proposal to add a tool integrating with the YouTube Data API for video search.
- Tool aims to support the ReAct pattern for LLM decision-making.
- @therealhamad showed interest in contributing.
- You clarified that the task is part of a University of Toronto proposal and should be handled by the university team.

**Next Steps:**
- Please confirm if this issue is still relevant to the latest version of LangChain. If so, feel free to comment to keep the discussion open.
- If there is no further activity, the issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,dosubot[bot],2025-01-21T16:02:24Z,"Hi, @koberghe. I'm [Dosu](https://dosu.dev), and I'm helping the LangChain team manage their backlog. I'm marking this issue as stale.

**Issue Summary:**
- The issue suggests making the `azure_search_key` parameter optional in the `AzureSearch` class.
- This change would allow the use of `DefaultAzureCredential()` when the key is not provided, supporting ManagedIdentity scenarios.
- @e-than-c, from the University of Toronto, showed interest in implementing this change, and you responded positively.

**Next Steps:**
- Could you confirm if this issue is still relevant to the latest version of the LangChain repository? If so, please comment to keep the discussion open.
- If there is no further activity, the issue will be automatically closed in 7 days.

Thank you for your understanding and contribution!",
IssueCommentEvent,langchain-ai/langchain,ccurme,2025-01-21T16:05:29Z,https://github.com/langchain-ai/langchain/actions/runs/12890889217,
PullRequestEvent,langchain-ai/langchain,ccurme,2025-01-21T16:05:31Z,fireworks[patch]: update model used in integration tests No access to firefunction-v1 and -v2.,
IssuesEvent,ollama/ollama,yuimbo,2025-01-21T16:12:06Z,"$OLLAMA_MODELS no longer respected? ### What is the issue?

I've been using the OLLAMA_MODELS variable to store my models on an external drive.

I can see that this is set:
```
$ echo $OLLAMA_MODELS

/Volumes/bigdrive/ollama/models
```


I can see that my models are stored there:
```
$ tree $OLLAMA_MODELS

/Volumes/bigdrive/ollama/models
├── blobs
│   ├── sha256-0b4284c1f87029e67654c7953afa16279961632cf73dcfe33374c4c2f298fa35
│   ├── sha256-1ae29500b4be5bb4ce3981e3692ee8689ce5df0ae3080ed4c5ff9f72bf01ba6a
│   ├── sha256-2eedb02591412148c2fea86b5896da88ec5cddea551bcccde3270aa9d1f048ff
│   ....
└── manifests
    └── registry.ollama.ai
        ├── alibayram
        │   └── erurollm-9b-instruct
        │       └── latest
        ├── huihui_ai
        │   ├── llama3.3-abliterated
        │   │   └── latest
        │   └── qwq-abliterated
        │       └── latest
        ├── library
        │   ├── deepseek-r1
        │   │   ├── 32b
        │   │   └── 70b
       ....
```

But for some rea",
